cluster_id,sentiment
8,0.16666666666666666
2,0.125
6,0.07407407407407407
5,0.0
7,0.0
4,0.0
3,0.0
9,0.0
10,-0.024691358024691357
1,-0.14285714285714285
0,-0.18181818181818182
