paper_id,date,year,phase_1931plus,explicit_she_title,women_implicit,education_topic,editorial,female_creator,headline_len,sentiment_score,sentiment_label,cluster_id
晨报,1919-11-19,1919,0,0,0,0,0,0,6,0.3808812714834904,negative,
晨报,1919-11-19,1919,0,0,0,0,0,0,9,0.4949682036212577,neutral,
吉长日报,1919-12-06,1919,0,0,0,0,0,0,7,0.2970748347020923,negative,
吉长日报,1919-12-07,1919,0,0,0,0,0,0,14,0.3716516246167202,negative,
晨报,1919-12-08,1919,0,0,0,0,0,0,10,0.09896926763294056,negative,
多闻日报,1919-12-10,1919,0,0,0,0,0,0,8,0.6550131438412304,positive,
吉长日报,1919-12-11,1919,0,0,0,0,0,0,6,0.04308964961838979,negative,
多闻日报,1919-12-13,1919,0,0,0,0,0,0,6,0.5034906372727999,neutral,
多闻日报,1919-12-16,1919,0,0,0,0,0,0,6,0.5034906372727999,neutral,
多闻日报,1919-12-17,1919,0,0,0,0,0,0,10,0.09290948685702072,negative,
并州新报,1919-12-28,1919,0,0,0,0,0,0,15,0.9637257805450702,positive,
多闻日报,1920-01-07,1920,0,0,0,0,0,0,8,0.5738827086934509,positive,
多闻日报,1920-01-10,1920,0,0,0,0,0,0,4,0.6406996764803269,positive,
多闻日报,1920-01-11,1920,0,0,0,0,0,0,12,0.8696004802792471,positive,
晨报,1920-02-05,1920,0,0,0,0,0,0,6,0.39745177466358517,negative,
晨报,1920-02-05,1920,0,0,0,0,0,0,4,0.32767698632017184,negative,
吉长日报,1920-02-18,1920,0,0,0,0,0,0,8,0.6698464719077312,positive,
晨报,1920-03-03,1920,0,0,0,0,0,0,9,0.759739958527541,positive,
吉长日报,1920-03-04,1920,0,0,0,0,0,0,6,0.737599314435417,positive,
吉长日报,1920-03-04,1920,0,0,1,0,0,0,23,0.018660956054528888,negative,
吉长日报,1920-03-05,1920,0,0,0,0,0,0,6,0.13734613767695258,negative,
吉长日报,1920-03-13,1920,0,0,0,0,0,0,13,0.18110600788162734,negative,
吉长日报,1920-03-14,1920,0,0,0,0,0,0,7,0.7912307783709008,positive,
吉长日报,1920-03-21,1920,0,0,0,0,0,0,5,0.28665435518861093,negative,
晨报,1920-03-29,1920,0,0,0,0,0,0,9,0.2500368729598734,negative,
吉长日报,1920-04-18,1920,0,0,0,0,0,0,9,0.13674533790558385,negative,
吉长日报,1920-04-18,1920,0,0,0,0,0,0,4,0.505746216935643,neutral,
吉长日报,1920-04-18,1920,0,0,0,0,0,0,10,0.8151453258927203,positive,
天强报,1920-04-21,1920,0,0,0,0,0,0,4,0.7675012783855613,positive,
晨报,1920-04-23,1920,0,0,0,0,0,0,11,0.5735695452365982,positive,
晨报,1920-04-23,1920,0,0,0,0,0,0,7,0.25496999107953955,negative,
天强报,1920-04-24,1920,0,0,0,0,0,0,4,0.7675012783855613,positive,
晨报,1920-05-04,1920,0,0,0,1,0,0,11,0.9846602388776514,positive,
天强报,1920-05-06,1920,0,0,0,0,0,0,8,0.5234172620556734,neutral,
晨报,1920-05-08,1920,0,0,0,0,0,0,3,0.6343751164477235,positive,
吉长日报,1920-05-16,1920,0,0,0,0,0,0,4,0.505746216935643,neutral,
晨报,1920-05-27,1920,0,0,0,0,0,0,9,0.7085923308003611,positive,
晨报,1920-06-01,1920,0,0,0,0,0,0,12,0.9749090039570701,positive,
天强报,1920-06-04,1920,0,0,0,0,0,0,12,0.5628131041693964,positive,
吉长日报,1920-06-05,1920,0,0,0,0,0,0,6,0.6459326369557189,positive,
吉长日报,1920-06-06,1920,0,0,0,0,0,0,2,0.5939889282141876,positive,
吉长日报,1920-06-09,1920,0,0,0,1,0,0,8,0.9566908746308829,positive,
江阴日报,1920-06-11,1920,0,0,0,0,0,0,17,0.9896011522717435,positive,
晨报,1920-06-11,1920,0,0,0,0,0,0,7,0.396525474910824,negative,
晨报,1920-06-13,1920,0,0,0,0,0,0,7,0.5169961442568833,neutral,
天强报,1920-06-16,1920,0,0,0,0,0,0,7,0.6585362142998414,positive,
行市日刊,1920-06-22,1920,0,0,0,0,0,0,11,0.31755669405305553,negative,
晨报,1920-06-25,1920,0,0,0,0,0,0,8,0.37807258150573353,negative,
晨报,1920-06-26,1920,0,0,0,0,0,0,12,0.9749090039570701,positive,
晨报,1920-06-30,1920,0,0,0,0,0,0,12,0.9749090039570701,positive,
晨报,1920-07-01,1920,0,0,0,0,0,0,11,0.9810629657046603,positive,
吉长日报,1920-07-03,1920,0,0,0,0,0,0,8,0.87263714525961,positive,
天强报,1920-07-03,1920,0,0,0,0,0,0,21,0.9509213881760671,positive,
晨报,1920-07-03,1920,0,0,0,0,0,0,12,0.9749090039570701,positive,
晨报,1920-07-05,1920,0,0,0,0,0,0,12,0.9749090039570701,positive,
吉长日报,1920-07-06,1920,0,0,0,0,0,0,6,0.9429787550831216,positive,
晨报,1920-07-06,1920,0,0,0,0,0,0,12,0.9749090039570701,positive,
晨报,1920-07-07,1920,0,0,0,0,0,0,8,0.8675081527338344,positive,
川报,1920-07-12,1920,0,0,0,0,0,0,7,0.29759025311477827,negative,
川报,1920-07-13,1920,0,0,0,0,0,0,7,0.7064474111115073,positive,
川报,1920-07-15,1920,0,0,0,0,0,0,7,0.6836732880466353,positive,
